Project, Version, Iteration, Budget, Suite, Test count, APFDf, TTFF, pTTFF
Collections,25,3,20%,Random,38,0.0,NA,NA
Collections,25,3,25%,Ekstazi,48,0.7757731958762887,44,0.2268041237113402
Collections,25,3,25%,FAST,48,0.0,NA,NA
Collections,25,3,25%,Ekstazi+dpt,48,0.9664948453608248,7,0.03608247422680412
Collections,25,3,25%,DPT,48,0.9664948453608248,7,0.03608247422680412
Collections,25,3,25%,STARTS,48,0.0,NA,NA
Collections,25,3,25%,STARTS+FAST-S,48,0.0,NA,NA
Collections,25,3,25%,STARTS+FAST-P,48,0.0,NA,NA
Collections,25,3,25%,STARTS+DPT,48,0.9664948453608248,7,0.03608247422680412
Collections,25,3,25%,Fastazi-S,48,0.0,NA,NA
Collections,25,3,25%,Fastazi-P,48,0.0,NA,NA
Collections,25,3,25%,Random,48,0.0,NA,NA
Collections,25,3,30%,Ekstazi,58,0.7757731958762887,44,0.2268041237113402
Collections,25,3,30%,FAST,58,0.0,NA,NA
Collections,25,3,30%,Ekstazi+dpt,58,0.9664948453608248,7,0.03608247422680412
Collections,25,3,30%,DPT,58,0.9664948453608248,7,0.03608247422680412
Collections,25,3,30%,STARTS,58,0.0,NA,NA
Collections,25,3,30%,STARTS+FAST-S,58,0.0,NA,NA
Collections,25,3,30%,STARTS+FAST-P,58,0.0,NA,NA
Collections,25,3,30%,STARTS+DPT,58,0.9664948453608248,7,0.03608247422680412
Collections,25,3,30%,Fastazi-S,58,0.0,NA,NA
Collections,25,3,30%,Fastazi-P,58,0.0,NA,NA
Collections,25,3,30%,Random,58,0.0,NA,NA
Collections,25,3,40%,Ekstazi,77,0.7757731958762887,44,0.2268041237113402
Collections,25,3,40%,FAST,77,0.0,NA,NA
Collections,25,3,40%,Ekstazi+dpt,77,0.9664948453608248,7,0.03608247422680412
Collections,25,3,40%,DPT,77,0.9664948453608248,7,0.03608247422680412
Collections,25,3,40%,STARTS,77,0.0,NA,NA
Collections,25,3,40%,STARTS+FAST-S,77,0.0,NA,NA
Collections,25,3,40%,STARTS+FAST-P,77,0.0,NA,NA
Collections,25,3,40%,STARTS+DPT,77,0.9664948453608248,7,0.03608247422680412
Collections,25,3,40%,Fastazi-S,77,0.0,NA,NA
Collections,25,3,40%,Fastazi-P,77,0.0,NA,NA
Collections,25,3,40%,Random,77,0.0,NA,NA
Collections,25,3,50%,Ekstazi,97,0.7757731958762887,44,0.2268041237113402
Collections,25,3,50%,FAST,97,0.0,NA,NA
Collections,25,3,50%,Ekstazi+dpt,97,0.9664948453608248,7,0.03608247422680412
Collections,25,3,50%,DPT,97,0.9664948453608248,7,0.03608247422680412
Collections,25,3,50%,STARTS,97,0.0,NA,NA
Collections,25,3,50%,STARTS+FAST-S,97,0.0,NA,NA
Collections,25,3,50%,STARTS+FAST-P,97,0.0,NA,NA
Collections,25,3,50%,STARTS+DPT,97,0.9664948453608248,7,0.03608247422680412
Collections,25,3,50%,Fastazi-S,97,0.0,NA,NA
Collections,25,3,50%,Fastazi-P,97,0.0,NA,NA
Collections,25,3,50%,Random,97,0.0,NA,NA
Collections,25,3,60%,Ekstazi,116,0.7757731958762887,44,0.2268041237113402
Collections,25,3,60%,FAST,116,0.0,NA,NA
Collections,25,3,60%,Ekstazi+dpt,116,0.9664948453608248,7,0.03608247422680412
Collections,25,3,60%,DPT,116,0.9664948453608248,7,0.03608247422680412
Collections,25,3,60%,STARTS,116,0.0,NA,NA
Collections,25,3,60%,STARTS+FAST-S,116,0.40463917525773196,116,0.5979381443298969
