Project,Version,Suite,Test count,APFDf,TTFF,pTTFF,Test time,Test time / Test count,ApproachTime,TTFF (seconds),TTFF Total,ApproachTime / total.exec.time (%)
Cli,28,STARTS+FAST-S,24,0.0625,23,0.958333333333333,15.15,0.63125,9.396,14.51875,23.91475,62.019801980198
Cli,29,DPT,24,0.0625,23,0.958333333333333,14.33,0.597083333333333,5.24033333333333,13.7329166666667,18.97325,36.5689695277971
Cli,29,Ekstazi,24,0.6375,9.2,0.383333333333333,14.33,0.597083333333333,5.24,5.49316666666667,10.7331666666667,36.5666434054431
Cli,29,Ekstazi+dpt,24,0.270833333333333,18,0.75,14.33,0.597083333333333,5.24066666666667,10.7475,15.9881666666667,36.5712956501512
Cli,29,FAST,24,0.227777777777778,19.0333333333333,0.793055555555556,14.33,0.597083333333333,0.127,11.3644861111111,11.4914861111111,0.886252616887648
Cli,29,Ekstazi+FAST,24,0.431944444444444,14.1333333333333,0.588888888888889,14.33,0.597083333333333,5.24566666666667,8.43877777777778,13.6844444444444,36.6061874854618
Cli,29,Random,24,0.5,12.5,0.520833333333333,14.33,0.597083333333333,,7.46354166666667,7.46354166666667,0
Cli,29,STARTS,24,0.516666666666667,12.1,0.504166666666667,14.33,0.597083333333333,9.49,7.22470833333333,16.7147083333333,66.2247034193999
Cli,29,STARTS+DPT,24,0.145833333333333,21,0.8755,14.33,0.597083333333333,14.7303333333333,12.53875,27.2690833333333,102.793672947197
Cli,29,STARTS+FAST-S,24,0.35,16.1,0.670833333333333,14.33,0.597083333333333,9.49666666666667,9.61304166666667,19.1097083333333,66.2712258664806
Cli,30,DPT,24,0.959722222222223,1.46666666666667,0.0611111111111111,15.01,0.625416666666667,5.68066666666667,0.917277777777778,6.59794444444445,37.8458805240951
Cli,30,Ekstazi,24,0.886111111111111,3.23333333333333,0.134722222222222,15.01,0.625416666666667,5.68,2.02218055555556,7.70218055555556,37.8414390406396
Cli,30,Ekstazi+dpt,24,0.954166666666667,1.6,0.0666666666666667,15.01,0.625416666666667,5.68066666666667,1.00066666666667,6.68133333333333,37.8458805240951
Cli,30,FAST,24,0.816666666666667,4.9,0.204166666666667,15.01,0.625416666666667,0.176666666666667,3.06454166666667,3.24120833333333,1.17699311570065
Cli,30,Ekstazi+FAST,24,0.795833333333334,5.4,0.225,15.01,0.625416666666667,5.68633333333333,3.37725,9.06358333333333,37.8836331334666
Cli,30,Random,24,0.834722222222223,4.46666666666667,0.186111111111111,15.01,0.625416666666667,,2.79352777777778,2.79352777777778,0
Cli,30,STARTS,24,0.852777777777778,4.03333333333333,0.168055555555556,15.01,0.625416666666667,10.16,2.52251388888889,12.6825138888889,67.6882078614257
Cli,30,STARTS+DPT,24,0.956944444444444,1.53333333333333,0.0638888888888889,15.01,0.625416666666667,15.8406666666667,0.958972222222222,16.7996388888889,105.534088385521
Cli,30,STARTS+FAST-S,24,0.838888888888889,4.36666666666667,0.181944444444444,15.01,0.625416666666667,10.167,2.73098611111111,12.8979861111111,67.7348434377082
Cli,31,DPT,24,0.388888888888889,15.1666666666667,0.631944444444444,15.13,0.630416666666667,5.56033333333333,9.56131944444445,15.1216527777778,36.7503855474774
Cli,31,Ekstazi,24,0.441666666666667,13.9,0.579166666666667,15.13,0.630416666666667,5.56,8.76279166666667,14.3227916666667,36.748182419035
Cli,31,Ekstazi+dpt,24,0.406944444444444,14.7333333333333,0.613888888888889,15.13,0.630416666666667,5.56066666666667,9.28813888888889,14.8488055555556,36.7525886759198
Cli,31,FAST,24,0.938888888888889,1.96666666666667,0.0819444444444444,15.13,0.630416666666667,0.106666666666667,1.23981944444444,1.34648611111111,0.705001101564223
