Project, Version, Iteration, Budget, Suite, Test count, APFDf, TTFF, pTTFF
Time,11,22,90%,STARTS+FAST-P,1,0.0,NA,NA
Time,11,22,90%,STARTS+DPT,1,0.0,NA,NA
Time,11,22,90%,Fastazi-S,29,0.9075342465753425,14,0.0958904109589041
Time,11,22,90%,Fastazi-P,29,0.8801369863013698,18,0.1232876712328767
Time,11,22,90%,Random,131,0.9006849315068494,15,0.10273972602739725
Time,11,22,100%,Ekstazi,29,0.8801369863013698,18,0.1232876712328767
Time,11,22,100%,FAST,146,0.42808219178082196,84,0.5753424657534246
Time,11,22,100%,Ekstazi+dpt,29,0.9486301369863014,8,0.0547945205479452
Time,11,22,100%,DPT,146,0.886986301369863,17,0.11643835616438356
Time,11,22,100%,STARTS,1,0.0,NA,NA
Time,11,22,100%,STARTS+FAST-S,1,0.0,NA,NA
Time,11,22,100%,STARTS+FAST-P,1,0.0,NA,NA
Time,11,22,100%,STARTS+DPT,1,0.0,NA,NA
Time,11,22,100%,Fastazi-S,29,0.9075342465753425,14,0.0958904109589041
Time,11,22,100%,Fastazi-P,29,0.8801369863013698,18,0.1232876712328767
Time,11,22,100%,Random,146,0.9006849315068494,15,0.10273972602739725
Time,11,23,10%,Ekstazi,14,0.0,NA,NA
Time,11,23,10%,FAST,14,0.0,NA,NA
Time,11,23,10%,Ekstazi+dpt,14,0.9417808219178082,9,0.06164383561643835
Time,11,23,10%,DPT,14,0.0,NA,NA
Time,11,23,10%,STARTS,1,0.0,NA,NA
Time,11,23,10%,STARTS+FAST-S,1,0.0,NA,NA
Time,11,23,10%,STARTS+FAST-P,1,0.0,NA,NA
Time,11,23,10%,STARTS+DPT,1,0.0,NA,NA
Time,11,23,10%,Fastazi-S,14,0.9075342465753425,14,0.0958904109589041
Time,11,23,10%,Fastazi-P,14,0.0,NA,NA
Time,11,23,10%,Random,14,0.0,NA,NA
Time,11,23,20%,Ekstazi,29,0.8253424657534246,26,0.1780821917808219
Time,11,23,20%,FAST,29,0.0,NA,NA
Time,11,23,20%,Ekstazi+dpt,29,0.9417808219178082,9,0.06164383561643835
Time,11,23,20%,DPT,29,0.8938356164383562,16,0.1095890410958904
Time,11,23,20%,STARTS,1,0.0,NA,NA
Time,11,23,20%,STARTS+FAST-S,1,0.0,NA,NA
Time,11,23,20%,STARTS+FAST-P,1,0.0,NA,NA
Time,11,23,20%,STARTS+DPT,1,0.0,NA,NA
Time,11,23,20%,Fastazi-S,29,0.9075342465753425,14,0.0958904109589041
Time,11,23,20%,Fastazi-P,29,0.8801369863013698,18,0.1232876712328767
Time,11,23,20%,Random,29,0.0,NA,NA
Time,11,23,25%,Ekstazi,29,0.8253424657534246,26,0.1780821917808219
Time,11,23,25%,FAST,36,0.0,NA,NA
Time,11,23,25%,Ekstazi+dpt,29,0.9417808219178082,9,0.06164383561643835
Time,11,23,25%,DPT,36,0.8938356164383562,16,0.1095890410958904
Time,11,23,25%,STARTS,1,0.0,NA,NA
Time,11,23,25%,STARTS+FAST-S,1,0.0,NA,NA
Time,11,23,25%,STARTS+FAST-P,1,0.0,NA,NA
Time,11,23,25%,STARTS+DPT,1,0.0,NA,NA
Time,11,23,25%,Fastazi-S,29,0.9075342465753425,14,0.0958904109589041
Time,11,23,25%,Fastazi-P,29,0.8801369863013698,18,0.1232876712328767
Time,11,23,25%,Random,36,0.0,NA,NA
Time,11,23,30%,Ekstazi,29,0.8253424657534246,26,0.1780821917808219
Time,11,23,30%,FAST,43,0.0,NA,NA
Time,11,23,30%,Ekstazi+dpt,29,0.9417808219178082,9,0.06164383561643835
Time,11,23,30%,DPT,43,0.8938356164383562,16,0.1095890410958904
Time,11,23,30%,STARTS,1,0.0,NA,NA
Time,11,23,30%,STARTS+FAST-S,1,0.0,NA,NA
Time,11,23,30%,STARTS+FAST-P,1,0.0,NA,NA
Time,11,23,30%,STARTS+DPT,1,0.0,NA,NA
Time,11,23,30%,Fastazi-S,29,0.9075342465753425,14,0.0958904109589041
Time,11,23,30%,Fastazi-P,29,0.8801369863013698,18,0.1232876712328767
Time,11,23,30%,Random,43,0.0,NA,NA
Time,11,23,40%,Ekstazi,29,0.8253424657534246,26,0.1780821917808219
Time,11,23,40%,FAST,58,0.0,NA,NA
Time,11,23,40%,Ekstazi+dpt,29,0.9417808219178082,9,0.06164383561643835
Time,11,23,40%,DPT,58,0.8938356164383562,16,0.1095890410958904
Time,11,23,40%,STARTS,1,0.0,NA,NA
Time,11,23,40%,STARTS+FAST-S,1,0.0,NA,NA
Time,11,23,40%,STARTS+FAST-P,1,0.0,NA,NA
Time,11,23,40%,STARTS+DPT,1,0.0,NA,NA
Time,11,23,40%,Fastazi-S,29,0.9075342465753425,14,0.0958904109589041
Time,11,23,40%,Fastazi-P,29,0.8801369863013698,18,0.1232876712328767
Time,11,23,40%,Random,58,0.0,NA,NA
Time,11,23,50%,Ekstazi,29,0.8253424657534246,26,0.1780821917808219
Time,11,23,50%,FAST,73,0.0,NA,NA
Time,11,23,50%,Ekstazi+dpt,29,0.9417808219178082,9,0.06164383561643835
Time,11,23,50%,DPT,73,0.8938356164383562,16,0.1095890410958904
Time,11,23,50%,STARTS,1,0.0,NA,NA
Time,11,23,50%,STARTS+FAST-S,1,0.0,NA,NA
Time,11,23,50%,STARTS+FAST-P,1,0.0,NA,NA
Time,11,23,50%,STARTS+DPT,1,0.0,NA,NA
